"","link","influence","cumsum","rank","color","run","MG","H","model","simname"
"d2.g35","d2.g3",0.572806827043283,98.97,82,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d1.f35","d1.f3",0.62832836278223,98.39,81,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.f25","c1.f2",0.634168976199688,97.77,80,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.b35","c3.b3",0.654201847903928,97.13,79,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d1.f25","d1.f2",0.657944887031891,96.48,78,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b3.b35","b3.b3",0.660726947405889,95.82,77,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.c15","b2.c1",0.669229527672612,95.16,76,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.f25","d3.f2",0.682637894670757,94.49,75,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.f35","c3.f3",0.682891478325338,93.81,74,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"e2.f25","e2.f2",0.691249631209201,93.12,73,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d4.g35","d4.g3",0.711777324832973,92.43,72,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f3.f35","f3.f3",0.715562118287071,91.72,71,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c2.b35","c2.b3",0.723361201659312,91.01,70,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b3.c25","b3.c2",0.724296372790559,90.28,69,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"e2.e25","e2.e2",0.743105551893061,89.56,68,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"NCCfall.g35","NCCfall.g3",0.753852078981358,88.81,67,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.c15","d3.c1",0.764279997961992,88.06,66,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"NCCspr.NCCspr5","NCCspr.NCCspr",0.769924406123046,87.3,65,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.f25","d2.f2",0.771405432391084,86.53,64,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.b35","c1.b3",0.773021070068441,85.76,63,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f2.f25","f2.f2",0.774335727533447,84.98,62,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b3.e35","b3.e3",0.775056581871963,84.21,61,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"g3.g35","g3.g3",0.782324652228738,83.43,60,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.a15","a1.a1",0.796596743262849,82.65,59,"black","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.d35","c3.d3",0.804069064670471,81.85,58,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f3.g35","f3.g3",0.807226614163384,81.05,57,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a3.a35","a3.a3",0.818430638893053,80.24,56,"black","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a3.b35","a3.b3",0.824064051719898,79.42,55,"black","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f1.g35","f1.g3",0.854527552041551,78.6,54,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.b15","b2.b1",0.867404216021837,77.75,53,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"e3.e35","e3.e3",0.880203475484441,76.88,52,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.f15","d2.f1",0.886839520747965,76,51,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f2.g35","f2.g3",0.907464713544921,75.11,50,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.e25","b2.e2",0.908730871661848,74.2,49,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.c15","d2.c1",0.912070512117086,73.29,48,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.f35","d2.f3",0.926305477204908,72.38,47,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b1.b15","b1.b1",0.932032523312158,71.46,46,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.f15","c1.f1",0.948372158220581,70.52,45,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.d15","c1.d1",0.94908634846998,69.58,44,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b3.c35","b3.c3",0.955705773540233,68.63,43,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.b35","b2.b3",0.960179865376303,67.67,42,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.b15","c3.b1",0.983888325144524,66.71,41,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.c35","d3.c3",0.998291501695378,65.73,40,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.b15","d3.b1",1.00051593925579,64.73,39,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b1.d35","b1.d3",1.01003208381121,63.73,38,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"NCCspr.g15","NCCspr.g1",1.01924118875841,62.72,37,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c2.c25","c2.c2",1.02971988150789,61.7,36,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"g1.g15","g1.g1",1.05203086635764,60.67,35,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.b25","c1.b2",1.14808581769159,59.62,34,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c2.b25","c2.b2",1.15884111881296,58.47,33,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.c35","b2.c3",1.16524520194796,57.31,32,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b1.c35","b1.c3",1.19460804933315,56.15,31,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.d35","c1.d3",1.21730042522665,54.95,30,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.f35","d3.f3",1.22192081047651,53.73,29,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"e1.f15","e1.f1",1.23946777749748,52.51,28,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d1.c15","d1.c1",1.24988222586614,51.27,27,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.c25","b2.c2",1.26682903775607,50.02,26,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.c15","c1.c1",1.26998024134716,48.76,25,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f1.g15","f1.g1",1.30823842142886,47.49,24,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.d35","d3.d3",1.33729448553773,46.18,23,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.g15","d2.g1",1.38781729774062,44.84,22,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.c35","d2.c3",1.43073554438098,43.45,21,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c1.d25","c1.d2",1.45660257125108,42.02,20,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.b15","a1.b1",1.52701755351041,40.56,19,"black","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.d31","a1.d3",1.5599515737576,39.04,18,"black","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.d25","c3.d2",1.63177248851926,37.48,17,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.f15","d3.f1",1.63186320645949,35.85,16,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.b25","c3.b2",1.63650018451317,34.21,15,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d1.d15","d1.d1",1.68041190716566,32.58,14,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b1.e15","b1.e1",1.75684877377802,30.9,13,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"b2.b25","b2.b2",2.01525732106335,29.14,12,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d1.f15","d1.f1",2.01717472607222,27.12,11,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.d11","a1.d1",2.08388628360311,25.11,10,"black","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d4.d45","d4.d4",2.08673413044915,23.02,9,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.b25","a1.b2",2.16267131462069,20.94,8,"black","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"c3.c35","c3.c3",2.16550352073885,18.77,7,"pink","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d4.g15","d4.g1",2.30819367670465,16.61,6,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"f1.f15","f1.f1",2.44080963038612,14.3,5,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.d41","a1.d4",2.4508201774281,11.86,4,"black","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d2.d25","d2.d2",2.8004889200432,9.41,3,"red","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"e1.e15","e1.e1",2.89125173188354,6.61,2,"green","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"a1.d21","a1.d2",3.71734017538219,3.72,1,"black","Spring","C10","5","g1.d2d4","H5.sim.g1.d2d4"
"d3.c16","d3.c1",0.327260982296493,100,94,"red","Spring","C10","6","null","H6.sim.null"
"c3.b26","c3.b2",0.360230799786098,99.67,93,"pink","Spring","C10","6","null","H6.sim.null"
"c1.c16","c1.c1",0.367107551138443,99.31,92,"pink","Spring","C10","6","null","H6.sim.null"
"c2.b26","c2.b2",0.372068727639054,98.95,91,"pink","Spring","C10","6","null","H6.sim.null"
"b2.c16","b2.c1",0.378759825636207,98.57,90,"pink","Spring","C10","6","null","H6.sim.null"
"b1.d36","b1.d3",0.381403567624564,98.19,89,"pink","Spring","C10","6","null","H6.sim.null"
"c1.d36","c1.d3",0.383431550660929,97.81,88,"pink","Spring","C10","6","null","H6.sim.null"
"c1.b36","c1.b3",0.387200002905421,97.43,87,"pink","Spring","C10","6","null","H6.sim.null"
"c3.b36","c3.b3",0.388471825460364,97.04,86,"pink","Spring","C10","6","null","H6.sim.null"
"c1.f16","c1.f1",0.394257355050862,96.65,85,"pink","Spring","C10","6","null","H6.sim.null"
"NCCspr.g16","NCCspr.g1",0.405483680236152,96.26,84,"pink","Spring","C10","6","null","H6.sim.null"
"c1.d26","c1.d2",0.411030970570342,95.85,83,"pink","Spring","C10","6","null","H6.sim.null"
"a1.d32","a1.d3",0.411175470174423,95.44,82,"black","Spring","C10","6","null","H6.sim.null"
"d3.c36","d3.c3",0.411456652948059,95.03,81,"red","Spring","C10","6","null","H6.sim.null"
"d2.c16","d2.c1",0.41357769529189,94.62,80,"red","Spring","C10","6","null","H6.sim.null"
"NCCfall.NCCfall6","NCCfall.NCCfall",0.414024809494075,94.21,79,"pink","Spring","C10","6","null","H6.sim.null"
"NCCspr.NCCspr6","NCCspr.NCCspr",0.417318894106651,93.79,78,"pink","Spring","C10","6","null","H6.sim.null"
"c3.d26","c3.d2",0.417958253940948,93.38,77,"pink","Spring","C10","6","null","H6.sim.null"
"a3.a36","a3.a3",0.425733293931971,92.96,76,"black","Spring","C10","6","null","H6.sim.null"
"a3.b36","a3.b3",0.426304698563706,92.53,75,"black","Spring","C10","6","null","H6.sim.null"
"b3.c26","b3.c2",0.440023104930741,92.11,74,"pink","Spring","C10","6","null","H6.sim.null"
"c3.c36","c3.c3",0.44209255672849,91.67,73,"pink","Spring","C10","6","null","H6.sim.null"
"c3.d36","c3.d3",0.445432563814109,91.22,72,"pink","Spring","C10","6","null","H6.sim.null"
"d2.d26","d2.d2",0.449365738332156,90.78,71,"red","Spring","C10","6","null","H6.sim.null"
"NCCfall.g36","NCCfall.g3",0.450061155824373,90.33,70,"pink","Spring","C10","6","null","H6.sim.null"
"c3.b16","c3.b1",0.452673640394087,89.88,69,"pink","Spring","C10","6","null","H6.sim.null"
"c3.f36","c3.f3",0.452809640103708,89.43,68,"pink","Spring","C10","6","null","H6.sim.null"
"g1.d24","g1.d2",0.455982762188071,88.97,67,"red","Spring","C10","6","null","H6.sim.null"
"a1.b26","a1.b2",0.464051521367173,88.52,66,"black","Spring","C10","6","null","H6.sim.null"
"a1.d22","a1.d2",0.472744767594487,88.05,65,"black","Spring","C10","6","null","H6.sim.null"
"b3.e36","b3.e3",0.479231497410824,87.58,64,"green","Spring","C10","6","null","H6.sim.null"
"b2.c26","b2.c2",0.480208076343742,87.1,63,"pink","Spring","C10","6","null","H6.sim.null"
"a1.c3","a1.c3",0.48508662183928,86.62,62,"black","Spring","C10","6","null","H6.sim.null"
"c1.f26","c1.f2",0.488337056828938,86.14,61,"pink","Spring","C10","6","null","H6.sim.null"
"c2.c26","c2.c2",0.491757614835634,85.65,60,"pink","Spring","C10","6","null","H6.sim.null"
"d1.c16","d1.c1",0.50015443287484,85.16,59,"red","Spring","C10","6","null","H6.sim.null"
"a1.c1","a1.c1",0.509332077702239,84.66,58,"black","Spring","C10","6","null","H6.sim.null"
"c2.b36","c2.b3",0.51888836893208,84.15,57,"pink","Spring","C10","6","null","H6.sim.null"
"d3.f16","d3.f1",0.519736357060492,83.63,56,"red","Spring","C10","6","null","H6.sim.null"
"d3.f36","d3.f3",0.530670972605286,83.11,55,"red","Spring","C10","6","null","H6.sim.null"
"c1.d16","c1.d1",0.533442591426132,82.58,54,"pink","Spring","C10","6","null","H6.sim.null"
"d3.d36","d3.d3",0.565066747241799,82.04,53,"red","Spring","C10","6","null","H6.sim.null"
"d3.b16","d3.b1",0.575098778099311,81.48,52,"red","Spring","C10","6","null","H6.sim.null"
"b3.c36","b3.c3",0.576860641128835,80.9,51,"pink","Spring","C10","6","null","H6.sim.null"
"b3.b36","b3.b3",0.579526443019581,80.33,50,"pink","Spring","C10","6","null","H6.sim.null"
"d2.c36","d2.c3",0.580903834323554,79.75,49,"red","Spring","C10","6","null","H6.sim.null"
"g1.g16","g1.g1",0.597660424791613,79.17,48,"green","Spring","C10","6","null","H6.sim.null"
"g1.d44","g1.d4",0.60453737008528,78.57,47,"red","Spring","C10","6","null","H6.sim.null"
"c1.b26","c1.b2",0.622393289670194,77.96,46,"pink","Spring","C10","6","null","H6.sim.null"
"b2.b26","b2.b2",0.623640217149705,77.34,45,"pink","Spring","C10","6","null","H6.sim.null"
"b2.c36","b2.c3",0.632457645223064,76.72,44,"pink","Spring","C10","6","null","H6.sim.null"
"b2.e26","b2.e2",0.712472833064947,76.09,43,"green","Spring","C10","6","null","H6.sim.null"
"a1.c2","a1.c2",0.740830321417031,75.37,42,"black","Spring","C10","6","null","H6.sim.null"
"d4.d46","d4.d4",0.746504002587202,74.63,41,"red","Spring","C10","6","null","H6.sim.null"
"d3.f26","d3.f2",0.752396120135239,73.89,40,"red","Spring","C10","6","null","H6.sim.null"
"a1.a16","a1.a1",0.76627387385626,73.13,39,"black","Spring","C10","6","null","H6.sim.null"
"a1.e1","a1.e1",0.768283063799907,72.37,38,"black","Spring","C10","6","null","H6.sim.null"
"b2.b36","b2.b3",0.784530986081956,71.6,37,"pink","Spring","C10","6","null","H6.sim.null"
"d2.f36","d2.f3",0.906425257422292,70.81,36,"red","Spring","C10","6","null","H6.sim.null"
"b1.c36","b1.c3",0.93413656588823,69.91,35,"pink","Spring","C10","6","null","H6.sim.null"
"a1.b16","a1.b1",0.97523743362763,68.97,34,"black","Spring","C10","6","null","H6.sim.null"
"d2.g36","d2.g3",1.00049086829952,68,33,"red","Spring","C10","6","null","H6.sim.null"
"a1.d12","a1.d1",1.00060588687088,67,32,"black","Spring","C10","6","null","H6.sim.null"
"b1.e16","b1.e1",1.00271771685369,66,31,"green","Spring","C10","6","null","H6.sim.null"
"g3.d24","g3.d2",1.02905594932602,64.99,30,"red","Spring","C10","6","null","H6.sim.null"
"b2.b16","b2.b1",1.03521871053763,63.97,29,"pink","Spring","C10","6","null","H6.sim.null"
"f3.g36","f3.g3",1.14736619841926,62.93,28,"green","Spring","C10","6","null","H6.sim.null"
"d1.f36","d1.f3",1.2076216147359,61.78,27,"red","Spring","C10","6","null","H6.sim.null"
"a1.d42","a1.d4",1.24753943866088,60.58,26,"black","Spring","C10","6","null","H6.sim.null"
"f3.f36","f3.f3",1.30552134326281,59.33,25,"green","Spring","C10","6","null","H6.sim.null"
"d4.g36","d4.g3",1.32286287902808,58.02,24,"red","Spring","C10","6","null","H6.sim.null"
"d2.f16","d2.f1",1.34667992538266,56.7,23,"red","Spring","C10","6","null","H6.sim.null"
"a1.e3","a1.e3",1.35614912474851,55.35,22,"black","Spring","C10","6","null","H6.sim.null"
"d2.f26","d2.f2",1.47260897858049,54,21,"red","Spring","C10","6","null","H6.sim.null"
"d1.f26","d1.f2",1.47872618119095,52.52,20,"red","Spring","C10","6","null","H6.sim.null"
"a1.e2","a1.e2",1.48705883792428,51.05,19,"black","Spring","C10","6","null","H6.sim.null"
"d1.f16","d1.f1",1.57651545908809,49.56,18,"red","Spring","C10","6","null","H6.sim.null"
"b1.b16","b1.b1",1.69015428835086,47.98,17,"pink","Spring","C10","6","null","H6.sim.null"
"f1.f16","f1.f1",1.74042416868159,46.29,16,"green","Spring","C10","6","null","H6.sim.null"
"g3.g36","g3.g3",1.86778485876937,44.55,15,"green","Spring","C10","6","null","H6.sim.null"
"d1.d16","d1.d1",1.89238159588166,42.68,14,"red","Spring","C10","6","null","H6.sim.null"
"e3.f36","e3.f3",1.93604877962233,40.79,13,"green","Spring","C10","6","null","H6.sim.null"
"f2.g36","f2.g3",2.23025008504543,38.85,12,"green","Spring","C10","6","null","H6.sim.null"
"f2.f26","f2.f2",2.40457529101853,36.62,11,"green","Spring","C10","6","null","H6.sim.null"
"d2.g16","d2.g1",2.4695592100174,34.22,10,"red","Spring","C10","6","null","H6.sim.null"
"f1.g36","f1.g3",2.67675927119184,31.75,9,"green","Spring","C10","6","null","H6.sim.null"
"e1.e16","e1.e1",2.72873303802503,29.07,8,"green","Spring","C10","6","null","H6.sim.null"
"e1.f16","e1.f1",2.81056684990162,26.35,7,"green","Spring","C10","6","null","H6.sim.null"
"e2.f26","e2.f2",2.94461979449864,23.53,6,"green","Spring","C10","6","null","H6.sim.null"
"e3.e36","e3.e3",3.14337845655978,20.59,5,"green","Spring","C10","6","null","H6.sim.null"
"d4.g16","d4.g1",3.35077690953261,17.45,4,"red","Spring","C10","6","null","H6.sim.null"
"g3.d44","g3.d4",4.01732491887783,14.1,3,"red","Spring","C10","6","null","H6.sim.null"
"e2.e26","e2.e2",4.23619879887492,10.08,2,"green","Spring","C10","6","null","H6.sim.null"
"f1.g16","f1.g1",5.84214899703372,5.84,1,"green","Spring","C10","6","null","H6.sim.null"
"d2.f37","d2.f3",0.371103860566,100,90,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"f2.g37","f2.g3",0.419083438577526,99.63,89,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d3.f37","d3.f3",0.42469267133914,99.21,88,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a3.b37","a3.b3",0.42637133998185,98.79,87,"black","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"e3.f37","e3.f3",0.429249533344356,98.36,86,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"NCCspr.NCCspr7","NCCspr.NCCspr",0.450340876333501,97.93,85,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d1.f27","d1.f2",0.45487035095544,97.48,84,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b2.b37","b2.b3",0.460544173936219,97.02,83,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.d37","c1.d3",0.469028126453603,96.56,82,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.f27","c1.f2",0.504258177075147,96.09,81,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.c11","a1.c1",0.504959518794685,95.59,80,"black","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.e21","a1.e2",0.546768039738131,95.09,79,"black","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.e31","a1.e3",0.549579163266643,94.54,78,"black","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"e2.e27","e2.e2",0.55781717988076,93.99,77,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c3.f37","c3.f3",0.563062198378365,93.43,76,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d3.f27","d3.f2",0.57364399570259,92.87,75,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"f2.f27","f2.f2",0.573939947815163,92.29,74,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c2.b27","c2.b2",0.574214282153893,91.72,73,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.b27","c1.b2",0.585935528428271,91.15,72,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"g3.g37","g3.g3",0.59503299584711,90.56,71,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"NCCspr.g17","NCCspr.g1",0.600913120471613,89.97,70,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"NCCfall.NCCfall7","NCCfall.NCCfall",0.608551984632463,89.36,69,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b2.e27","b2.e2",0.613984133510456,88.76,68,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.f17","c1.f1",0.615581663193318,88.14,67,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"g1.g17","g1.g1",0.621425768374883,87.53,66,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"f1.g37","f1.g3",0.637641201513841,86.91,65,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d2.f17","d2.f1",0.650974863678136,86.27,64,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b3.e37","b3.e3",0.65194386637475,85.62,63,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"NCCfall.g37","NCCfall.g3",0.652022186781786,84.96,62,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c3.b17","c3.b1",0.670501072797618,84.31,61,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"f3.f37","f3.f3",0.68483298210493,83.64,60,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.d27","c1.d2",0.715121573611603,82.96,59,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c3.b37","c3.b3",0.716699330051391,82.24,58,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"e2.f27","e2.f2",0.721201088646598,81.53,57,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a3.a37","a3.a3",0.737186387836801,80.8,56,"black","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d2.c17","d2.c1",0.773597584092755,80.07,55,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.b37","c1.b3",0.79455133682242,79.29,54,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b2.b17","b2.b1",0.82931245040285,78.5,53,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"e3.e37","e3.e3",0.846062136211824,77.67,52,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b2.c17","b2.c1",0.847042762412549,76.82,51,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"f3.g37","f3.g3",0.873955222031044,75.98,50,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c2.b37","c2.b3",0.882049025993098,75.1,49,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.b17","a1.b1",0.901647052059114,74.22,48,"black","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b1.e17","b1.e1",0.901759382780993,73.32,47,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.d17","c1.d1",0.906193482002919,72.42,46,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d1.f37","d1.f3",0.925313391578665,71.51,45,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b3.c37","b3.c3",0.93293021835573,70.59,44,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c3.d37","c3.d3",0.957158084335575,69.65,43,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d3.c17","d3.c1",1.02260012141037,68.7,42,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b1.d37","b1.d3",1.02296676091958,67.67,41,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c1.c17","c1.c1",1.03009593980855,66.65,40,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d2.f27","d2.f2",1.03723134792629,65.62,39,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d2.g37","d2.g3",1.04534218108306,64.58,38,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.d13","a1.d1",1.04629742859413,63.54,37,"black","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d4.g37","d4.g3",1.06308850177585,62.49,36,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d1.c17","d1.c1",1.08095281996033,61.43,35,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.a17","a1.a1",1.08351055457797,60.35,34,"black","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"b3.b37","b3.b3",1.08476457339033,59.26,33,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"f1.g17","f1.g1",1.09180752357866,58.18,32,"green","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d2.c37","d2.c3",1.12652568336965,57.09,31,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"a1.d33","a1.d3",1.13313907640401,55.96,30,"black","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d3.b17","d3.b1",1.17115973206446,54.83,29,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"d1.d17","d1.d1",1.27292263526839,53.66,28,"red","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
"c3.b27","c3.b2",1.29623120840123,52.38,27,"pink","Spring","C10","6","g1.d2d4","H6.sim.g1.d2d4"
